   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   4.0000000e+03  -2.0000000e+03
   4.0000000e+03  -2.0000000e+03
   4.0000000e+03  -2.0000000e+03
   4.0000000e+03  -2.0000000e+03
   4.0000000e+03  -2.0000000e+03
   4.0000000e+03  -2.0000000e+03
   4.0000000e+03  -2.0000000e+03
   4.0000000e+03  -2.0000000e+03
   4.0000000e+03  -2.0000000e+03
   4.0000000e+03  -2.0000000e+03
   4.0000000e+03  -2.0000000e+03
   4.0000000e+03  -2.0000000e+03
   4.0000000e+03  -2.0000000e+03
   4.0000000e+03  -2.0000000e+03
   4.0000000e+03  -2.0000000e+03
   4.0000000e+03  -2.0000000e+03
   4.0000000e+03  -2.0000000e+03
   4.0000000e+03  -2.0000000e+03
   4.0000000e+03  -2.0000000e+03
   4.0000000e+03  -2.0000000e+03
   8.0000000e+03  -4.0000000e+03
   8.0000000e+03  -4.0000000e+03
   8.0000000e+03  -4.0000000e+03
   8.0000000e+03  -4.0000000e+03
   8.0000000e+03  -4.0000000e+03
   8.0000000e+03  -4.0000000e+03
   8.0000000e+03  -4.0000000e+03
   8.0000000e+03  -4.0000000e+03
   8.0000000e+03  -4.0000000e+03
   8.0000000e+03  -4.0000000e+03
   8.0000000e+03  -4.0000000e+03
   8.0000000e+03  -4.0000000e+03
   8.0000000e+03  -4.0000000e+03
   8.0000000e+03  -4.0000000e+03
   8.0000000e+03  -4.0000000e+03
   8.0000000e+03  -4.0000000e+03
   8.0000000e+03  -4.0000000e+03
   8.0000000e+03  -4.0000000e+03
   8.0000000e+03  -4.0000000e+03
   8.0000000e+03  -4.0000000e+03
   6.0000000e+03  -3.0000000e+03
   6.0000000e+03  -3.0000000e+03
   6.0000000e+03  -3.0000000e+03
   6.0000000e+03  -3.0000000e+03
   6.0000000e+03  -3.0000000e+03
   6.0000000e+03  -3.0000000e+03
   6.0000000e+03  -3.0000000e+03
   6.0000000e+03  -3.0000000e+03
   6.0000000e+03  -3.0000000e+03
   6.0000000e+03  -3.0000000e+03
   6.0000000e+03  -3.0000000e+03
   6.0000000e+03  -3.0000000e+03
   6.0000000e+03  -3.0000000e+03
   6.0000000e+03  -3.0000000e+03
   6.0000000e+03  -3.0000000e+03
   6.0000000e+03  -3.0000000e+03
   6.0000000e+03  -3.0000000e+03
   6.0000000e+03  -3.0000000e+03
   6.0000000e+03  -3.0000000e+03
   6.0000000e+03  -3.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
   2.0000000e+03  -1.0000000e+03
